mapping_seed,hour_index,timestamp_local,sample_type,penetration_multiplier,requested_ev_kw,feasible_fraction,feasible_ev_kw,unconstrained_feasible,unconstrained_converged,unconstrained_v_min_pu,unconstrained_v_max_pu,unconstrained_nodes_below_0_95,unconstrained_nodes_above_1_05,unconstrained_deenergized_nodes,unconstrained_max_line_loading_pu,unconstrained_limiting_line,unconstrained_losses_kw,unconstrained_source_kw,projected_converged,projected_v_min_pu,projected_v_max_pu,projected_nodes_below_0_95,projected_nodes_above_1_05,projected_deenergized_nodes,projected_max_line_loading_pu,projected_limiting_line,projected_losses_kw,projected_source_kw
0,44103,2023-01-13T08:00,lower_activity_half,1.0,79.95436143875122,1.0,79.95436143875122,True,True,0.987815042523238,1.0299995211313533,0,0,18,0.923556749243022,recloser_disswitch(r:p1udt228-p1udt62)p1u_12237,144.3910613024022,6246.313368765051,True,0.987815042523238,1.0299995211313533,0,0,18,0.923556749243022,recloser_disswitch(r:p1udt228-p1udt62)p1u_12237,144.3910613024022,6246.313368765051
0,44103,2023-01-13T08:00,lower_activity_half,3.0,239.86308431625366,0.91552734375,219.601212447742,False,True,0.9838420802651473,1.0299995074451507,0,0,18,1.028852622084851,l(r:p1udt175lv-p1ulv493),153.87405525159903,6415.670737970579,True,0.984513756276537,1.0299995091835852,0,0,18,0.9999885271229179,l(r:p1udt175lv-p1ulv493),152.6313139624477,6394.222985866783
0,44103,2023-01-13T08:00,lower_activity_half,5.0,399.7718071937561,0.54931640625,219.601212447742,False,True,0.9784739215751755,1.0299994935978778,0,0,18,1.258322154592919,l(r:p1udt175lv-p1ulv493),164.15828996379457,6585.840421844587,True,0.9845137552888328,1.0299995091835805,0,0,18,0.999988557527761,l(r:p1udt175lv-p1ulv493),152.6313131410906,6394.223040793701
0,44103,2023-01-13T08:00,lower_activity_half,10.0,799.5436143875122,0.274658203125,219.601212447742,False,True,0.9645583185697723,1.0299994582377077,0,0,18,1.8441792208904069,l(r:p1udt175lv-p1ulv493),193.5356252538963,7015.031241481103,True,0.9845137528198123,1.0299995091835694,0,0,18,0.9999886335334942,l(r:p1udt175lv-p1ulv493),152.63129926468645,6394.223177299172
0,44752,2023-02-09T09:00,lower_activity_half,1.0,125.63688196241856,1.0,125.63688196241856,True,True,0.9849388116128552,1.0299995173071943,0,0,18,0.9291543186861898,recloser_disswitch(r:p1udt228-p1udt62)p1u_12237,146.77556905772886,6294.431197911885,True,0.9849388116128552,1.0299995173071943,0,0,18,0.9291543186861898,recloser_disswitch(r:p1udt228-p1udt62)p1u_12237,146.77556905772886,6294.431197911885
0,44752,2023-02-09T09:00,lower_activity_half,3.0,376.91064588725567,1.0,376.91064588725567,True,True,0.9760268600517287,1.0299994958658172,0,0,18,0.9627120993558691,recloser_disswitch(r:p1udt228-p1udt62)p1u_12237,161.74265239271767,6560.548876423449,True,0.9760268600517287,1.0299994958658172,0,0,18,0.9627120993558691,recloser_disswitch(r:p1udt228-p1udt62)p1u_12237,161.74265239271767,6560.548876423449
0,44752,2023-02-09T09:00,lower_activity_half,5.0,628.1844098120928,0.990478515625,622.2031617694483,False,True,0.966835652819522,1.0299994740845213,0,0,18,1.0029813927172953,l(r:p1udt175lv-p1ulv493),178.52996219552625,6828.576739067769,True,0.9670530208543647,1.0299994745952632,0,0,18,0.999998176144126,l(r:p1udt175lv-p1ulv493),178.11657470527618,6822.310377343739
0,44752,2023-02-09T09:00,lower_activity_half,10.0,1256.3688196241856,0.4952392578125,622.2031617694483,False,True,0.9399180720306984,1.0299994180520757,12,0,18,1.3229587812658028,l(r:p1udt175lv-p1ulv493),229.06961646050263,7507.357373079592,True,0.9670530116853012,1.0299994745952405,0,0,18,0.9999982432213141,l(r:p1udt175lv-p1ulv493),178.11658608133905,6822.31064475089
0,46073,2023-04-05T10:00,upper_activity_half,1.0,190.9374189376831,1.0,190.9374189376831,True,True,0.9858504151987747,1.0299995117349385,0,0,18,0.9298958000555307,recloser_disswitch(r:p1udt228-p1udt62)p1u_12237,150.14425303116013,6363.196477295952,True,0.9858504151987747,1.0299995117349385,0,0,18,0.9298958000555307,recloser_disswitch(r:p1udt228-p1udt62)p1u_12237,150.14425303116013,6363.196477295952
0,46073,2023-04-05T10:00,upper_activity_half,3.0,572.8122568130493,0.9151611328125,524.2155138339149,False,True,0.9757409182326205,1.029999478840309,0,0,18,1.03862326909484,l(r:p1udm822-p1ulv579),173.2575291813856,6767.889243353586,True,0.9770419363751307,1.0299994830582067,0,0,18,0.9999964613086736,l(r:p1udm822-p1ulv579),170.11634017086794,6716.32245340553
